indice,seccion,anio,titulo,primer_autor,autor_correspondencia,autor_uft,doi,en_universo_scopus,eid_scopus,anio_scopus
#039,Escuela de Medicina,2021,Pregnancy in a 31-year-old woman with chronic lymphocytic leukemia: a case report and review of the literature,,,,,False,,
#040,Escuela de Medicina,2021,Retrospective analysis of the work of a medical education office,,,,,False,,
#041,Escuela de Medicina,2021,Ultrasound in Sports and Occupational Dermatology,,,,,False,,
#042,Escuela de Medicina,2021,Perspectives on the Twitter presence of hidradenitis suppurativa,,,,,False,,
#043,Escuela de Medicina,2021,Effects of ulipristal acetate in patients with symptomatic uterine fibroids,,,,,False,,
#044,Escuela de Medicina,2021,CAPRA score vs minimal residual disease as predictors of biochemical recurrence after radical prostatectomy,,,,,False,,
#045,Escuela de Medicina,2021,Gestión de una oficina de educación médica: evidencia de 10 años y planteamientos de nuevos desafíos para el siglo XXI,,,,,False,,
#046,Escuela de Medicina,2021,The association of the neutrophil-lymphocyte ratio with the presence of minimal residual disease and outcome in patients with Stage II colon cancer treated with surgery alone,,,,,False,,
#047,Escuela de Medicina,2021,An update on the work-up and management of ankle fractures: A literature review,,,,,False,,
#048,Escuela de Medicina,2021,"Epidural and Psoas Abscess, as a Rare Complication of Fournier ́s Gangrene",,,,,False,,
#049,Escuela de Medicina,2021,Resultados quirúrgicos y oncológicos de pacientes operados por por cáncer de recto con asistencia robótica,,,,,False,,
#050,Escuela de Medicina,2021,Structural brain abnormalities in schizophrenia in adverse environments: examining the effect of poverty and violence in six Latin American cities,,,,,False,,
#051,Escuela de Medicina,2021,Sonographic cervical length predicts vaginal delivery after previous cesarean section in women with low Bishop score induced with a double-balloon catheter,,,,,False,,
#052,Escuela de Medicina,2021,"Epidural and Psoas Abscess, as a Rare Complication of Fournier ́s Gangrene",,,,,False,,
#053,Escuela de Medicina,2021,Ultrasonography of cutaneous nodular pseudolymphoma at 18 and 71 MHz,,,,,False,,
#054,Escuela de Medicina,2021,Transient acquired Factor XII deficiency associated with moderately severe Covid-19 pneumonia,,,,,False,,
#055,Escuela de Medicina,2021,The major worldwide stress of healthcare professionals during the first wave of the COVID-19 pandemic – the international COVISTRESS survey,,,,,False,,
#056,Escuela de Medicina,2021,Preoperative axillary ultrasonography in patients with breast cancer: a prospective study to evaluate its ability to predict axillary tumor load,,,,,False,,
#057,Escuela de Medicina,2021,Change in the neurochemical signature and morphological development of the parvocellular isthmic projection to the avian tectum,,,,,False,,
#058,Escuela de Medicina,2021,Update on female urethral reconstruction,,,,,False,,
#059,Escuela de Medicina,2021,Atypical antipsychotics for delirium in hospitalized patients,,,,,False,,
#060,Escuela de Medicina,2021,Renal infarction associated with asymptomatic Covid-19 infection,,,,,False,,
#061,Escuela de Medicina,2021,Predictors of clozapine discontinuation at 2 years in treatment-resistant schizophrenia,,,,,False,,
#062,Escuela de Medicina,2021,Antibiotics for acute uncomplicated diverticulitis in hospitalized patients,,,,,False,,
#063,Escuela de Medicina,2021,"Immune dysfunction, minimal residual disease and patient outcome in nonmetastatic cancer: could modulation of immune function improve outcome?",,,,,False,,
#064,Escuela de Medicina,2021,Frailty and reduced gait speed are independently related to mortality of cirrhotic patients in long-term follow-up,,,,,False,,
#065,Escuela de Medicina,2021,ECMO for COVID-19-Associated Severe ARDS in Chile: A Nationwide Incidence and Cohort Study,,,,,False,,
#066,Escuela de Medicina,2021,Management of mild congenital deficiency of Factor XI with a Factor XI inhibitor in pregnancy: A clinical case,,,,,False,,
#001,Escuela de Medicina,2020,Cannabis use among hospitalized young people experiencing a first episode of psychosis: a case control study,,,,,False,,
#002,Escuela de Medicina,2020,La paideia griega como modelo clásico en la educación médica y su relación con la profesión médica,,,,,False,,
#003,Escuela de Medicina,2020,Formación médica profesional y déficit de médicos en atención primaria – Portal Regional de la BVS,,,,,False,,
#004,Escuela de Medicina,2020,"Asociación entre los niveles de NO, NO2, SO2, O3, CH4 en el aire y las tasas de hospitalización del Hospital Adriana Cousiño de Quintero durante los años 2012 al 2018 – Portal Regional de la BVS",,,,,False,,
#005,Escuela de Medicina,2020,Tutorial teaching in medicine from the perspective of teachers,,,,,False,,
#006,Escuela de Medicina,2020,Colorectal cancer risk factors in asymptomatic Chilean population: a survey of international collaboration between Japan and Chile,,,,,False,,
#007,Escuela de Medicina,2020,Evaluation of sensi-disk elution for colistin susceptibility determination in multidrug resistant gramnegative bacilli,,,,,False,,
#008,Escuela de Medicina,2020,Analysis and new contraception frontiers with combined vaginal rings,,,,,False,,
#009,Escuela de Medicina,2020,"Evaluation of the laparoscopic component of GESEA Programme in two different groups: Obstetrics and Gynaecology Residents versus Participants in the Annual GESEA Diploma Course in Clermont Ferrand, France",,,,,False,,
#010,Escuela de Medicina,2020,Ureteral Avulsion During Retrograde Intrarenal Surgery: When the Unexpected Happens,,,,,False,,
#011,Escuela de Medicina,2020,Ultrasound in Sports and Occupational Dermatology,,,,,False,,
#012,Escuela de Medicina,2020,The expression of matrix-metalloproteinase-2 in bone marrow micro-metastasis is associated with the presence of circulating prostate cells and a worse prognosis in men treated with radical prostatectomy for prostate cancer,,,,,False,,
#013,Escuela de Medicina,2020,"Intratelencephalic projections of the avian visual dorsal ventricular ridge: Laminarly segregated, reciprocally and topographically organized.",,,,,False,,
#014,Escuela de Medicina,2020,Association between high levels of gynoid fat and the increase of bone mineral density in women.,,,,,False,,
#015,Escuela de Medicina,2020,Minimal Residual Disease Defines the Risk and Time to Biochemical Failure in Patients with pT2 and pT3a Prostate Cancer Treated with Radical Prostatectomy: an Observational Prospective Study,,,,,False,,
#016,Escuela de Medicina,2020,Impacto del Coronavirus en la implementación de la Educación Médica vía online y su relación con el concepto de Parrhesia,,,,,False,,
#017,Escuela de Medicina,2020,Generación de un acuerdo Marco para una Nueva Política Educativa Médica Chilena,,,,,False,,
#018,Escuela de Medicina,2020,Implementación de la Metodología Indagatoria-Mayéutica en la Educación médica en Chile,,,,,False,,
#019,Escuela de Medicina,2020,Preschool Girl With Vaginal Bleeding Due to Pinworm Endometritis,,,,,False,,
#020,Escuela de Medicina,2020,Gender differences in the prevalence of vitamin D deficiency in a southern Latin American country: a pilot study,,,,,False,,
#021,Escuela de Medicina,2020,Subtypes of minimal residual disease and outcome for stage II colon cancer treated by surgery alone,,,,,False,,
#022,Escuela de Medicina,2020,A specialized reciprocal connectivity suggests a link between the mechanisms by which the superior colliculus and parabigeminal nucleus produce defensive behaviors in rodents,,,,,False,,
#023,Escuela de Medicina,2020,The Epstein criteria predict for organ-confined prostate cancer but not for minimal residual disease and outcome after radical prostatectomy,,,,,False,,
#024,Escuela de Medicina,2020,Equipment failures in laparoscopic surgery: Causes and consequences,,,,,False,,
#025,Escuela de Medicina,2020,The incidence of non-affective psychotic disorders in Chile between 2005 and 2018: results from a national register of over 30 000 cases,,,,,False,,
#026,Escuela de Medicina,2020,"Dietary Potassium Downregulates Angiotensin-I Converting Enzyme, Renin, and Angiotensin Converting Enzyme 2",,,,,False,,
#027,Escuela de Medicina,2020,"Spectrum and frequency of tumors, cancer risk and survival in chilean families with Lynch syndrome: Experience of the implementation of a registry.",,,,,False,,
#028,Escuela de Medicina,2020,Metformin use is associated with a lower risk of osteoporosis in adult women independent of type 2 diabetes mellitus and obesity. REDLINC IX study,,,,,False,,
#029,Escuela de Medicina,2020,Platelet-to-lymphocyte ratio and systemic immune-inflammation index versus circulating prostate cells to predict significant prostate cancer at first biopsy,,,,,False,,
#001,Escuela de Medicina,2019,Surgical treatment of locally advanced rectal adenocarcinoma in Latin America,,,,,False,,
#002,Escuela de Medicina,2019,Predicting furan content in a fried dough system using image analysis,,,,,False,,
#003,Escuela de Medicina,2019,Termino-Terminal Ureteral Laparoscopic Anastomosis in a Case of Deep Infiltrating Endometriosis,,,,10.1016/j.jmig.2019.11.017,False,,
#004,Escuela de Medicina,2019,Estandarización de la fuerza de prensión manual en adultos chilenos sanos mayores de 20 años,,,,,False,,
#005,Escuela de Medicina,2019,"Predictive Value of Neutrophil to Lymphocyte Ratio in the Diagnosis of Significant Prostate Cancer at Initial Biopsy: A Comparison with Free Percent Prostate Specific Antigen, Prostate Specific Antigen Density and Primary Circulating Prostate Cells",,,,10.31557/apjcp.2019.20.11.3385,False,,
#006,Escuela de Medicina,2019,Association between high levels of gynoid fat and the increase of bone mineral density in women,,,,10.1080/13697137.2019.1679112,False,,
#007,Escuela de Medicina,2019,Biomarkers detecting minimal residual disease in solid tumors: what do they mean in the clinical management of patients?,,,,10.2217/bmm,False,,
#008,Escuela de Medicina,2019,Short-term dose-escalated romiplostim forpreparing an adult patient with persistent newlydiagnosed primary immune thrombocytopenia forsplenectomy,,,,,False,,
#009,Escuela de Medicina,2019,Endoscopic treatment of lower pole stones: is a disposable ureteroscope preferable? Results of a prospective case-control study,,,,10.5173/ceju.2019.1962,False,,
#010,Escuela de Medicina,2019,Risk of Distant Metastasis in Parathyroid Carcinoma and Its Effect on Survival: A Retrospective Review from a High-Volume Center,,,,10.1245/s10434-019-07451-3,False,,
#011,Escuela de Medicina,2019,Cirugía bariátrica en adolescentes,,,,,False,,
#012,Escuela de Medicina,2019,Células prostáticas circulantes y micro-metástasis en médula ósea determinantes en el riesgo y en el tiempo de progresión bioquímica en cáncer prostático localizado,,,,,False,,
#013,Escuela de Medicina,2019,Identification of Bacterial and Fungal Species in Human Cadavers Used in Anatomy Teaching,,,,,False,,
#014,Escuela de Medicina,2019,Infección crónica por Pseudomonas aeruginosa en pacientes con bronquiectasias no fibrosis quística,,,,,False,,
#015,Escuela de Medicina,2019,High prevalence of metabolic alterations in Latin American patients at initial stages of psychosis,,,,,False,,
#016,Escuela de Medicina,2019,"Primary circulating prostate cells, age and prostatic volumen predict the presence of prostate cancer in men with indication of a second prostate biopsy",,,,,False,,
#017,Escuela de Medicina,2019,Prevalencia y manejo de condilomas en población consultante en Chile: estudio DIACON,,,,,False,,
#018,Escuela de Medicina,2019,Parallel organization of the avian sensorimotor arcopallium:Tectofugal visual pathway in the pigeon (Columba livia),,,,,False,,
#019,Escuela de Medicina,2019,Using a Novel Diagnostic Nomogram to Differentiate Malignant from Benign Parathyroid Neoplasms,,,,10.1007/s12022-019-09592-3,False,,
#020,Escuela de Medicina,2019,"Predictive Value of Neutrophil to Lymphocyte Ratio in the Diagnosis of Significant Prostate Cancer at Initial Biopsy: A Comparison with Free Percent Prostate Specific Antigen, Prostate Specific Antigen Density and Primary Circulating Prostate Cells",,,,,False,,
#021,Escuela de Medicina,2019,Tomografía computada dual en el estudio de composición de litiasis,,,,,False,,
#022,Escuela de Medicina,2019,Biopsia prostática por fusión para el diagnóstico de cáncer de próstata,,,,,False,,
#023,Escuela de Medicina,2019,Evaluation of the Impact of the Implementation of GES Public Policies on the Mortality of Surgeries in Children with Heart Malformations Between 2001 and 2017,,,,,False,,
#024,Escuela de Medicina,2019,Parallel organization of the avian sensorimotor arcopallium: Tectofugal visual Pathway in the pigeon (Columba livia),,,,10.1002/cne.24775,False,,
#025,Escuela de Medicina,2019,Effect of FOLFOX on minimal residual disease in Stage III colon cancer and risk of relapse,,,,,False,,
#026,Escuela de Medicina,2019,Predicting furan content in a fried dough system using image analysis,,,,,False,,
#027,Escuela de Medicina,2019,Clozapine-associated neutropenia in Latin America: incidence report of 5380 Chilean users,,,,,False,,
#028,Escuela de Medicina,2019,"Subtypes of minimal residual disease, association with Gleason score, risk and time to biochemical failure in pT2 prostate cancer treated with radical prostatectomy",,,,,False,,
#029,Escuela de Medicina,2019,Manejo de una paciente embarazada con déficit congénito de Factor VII leve,,,,,False,,
#030,Escuela de Medicina,2019,Resultados a largo plazo de pacientes con adenocarcinoma de recto inferior tratados con resección anterior ultrabaja interesfintérica,,,,,False,,
#031,Escuela de Medicina,2019,Implementación de un equipo de investigación en una institución de salud privada: Experiencia,,,,,False,,
#032,Escuela de Medicina,2019,Hormonal contraception and risk of breast cancer: a critical look,,,,10.1080/09513590.2019.1576610,False,,
#001,Escuela de Medicina,2018,Combining the Prostate Cancer Risk Index (PRIX) with the Presence of Secondary Circulating Prostate Cells to Predict the Risk of Biochemical Failure after Radical Prostatectomy for Prostate Cancer,,,,,False,,
#002,Escuela de Medicina,2018,"Ultrasound Characteristics of the Hair Follicles and Tracts, Sebaceous Glands, Montgomery Glands, Apocrine Glands, and Arrector Pili Muscles",,,,,False,,
#003,Escuela de Medicina,2018,Colágeno: Nuevas Aplicaciones Clínicas en Reumatología,,,,,False,,
#004,Escuela de Medicina,2018,Aprendizaje profundo de conceptos químicos y rendimiento académico mediante autorregulación de aprendizaje,,,,,False,,
#005,Escuela de Medicina,2018,Transitory Spontaneous Remission of Myelodysplasia in an Elderly Man while Receiving Intravesical Bacillus Calmette-Guérin for Bladder Cancer: A Case Report and Review of the Literature,,,,10.1155/2018/9750532,False,,
#006,Escuela de Medicina,2018,Fibrosis pulmonar aguda asociada a intoxicación por Paraquat: caso clínico,,,,,False,,
#007,Escuela de Medicina,2018,"Imaging social and environmental factors as modulators of brain dysfunction: time to focus on developing, non-Western societies",,,,10.1016/j.bpsc.2018.09.005,False,,
#008,Escuela de Medicina,2018,The nucleus pretectalis principalis: A pretectal structure hidden in the mammalian thalamus,,,,10.1002/cne.24540,False,,
#009,Escuela de Medicina,2018,Risk factors of long-term mortality in middle-aged women: a 27-year follow-up cohort,,,,10.1080/13697137.2018.1509308,False,,
#010,Escuela de Medicina,2018,Programa multicéntrico de cribado de cáncer colorrectal en Chile,,,,,False,,
#011,Escuela de Medicina,2018,Shepherd’s crook neurons drive and synchronize the enhancing and suppressive mechanisms of the midbrain stimulus selection network,,,,10.1073/pnas.1804517115,False,,
#012,Escuela de Medicina,2018,10 Year Biochemical Failure Free Survival of Men with CD82 Positive Primary Circulating Prostate Cells Treated by Radical Prostatectomy,,,,,False,,
#013,Escuela de Medicina,2018,Early treatment resistance in a Latin-American cohort of patients with schizophrenia,,,,,False,,
#014,Escuela de Medicina,2018,"Treatment, outcomes and costs of asthma exacerbations in Chilean children: a prospective multicenter observational study",,,,10.1016/j.aller.2018.10.003,False,,
#015,Escuela de Medicina,2018,Amiloidosis AL: Reporte de Caso Clínico en adulto mayor,,,,,False,,
#016,Escuela de Medicina,2018,Diseño e implementación de OSCE para evaluar competencias de egreso en estudiantes de medicina en un consorcio de universidades chilenas,,,,,False,,
#017,Escuela de Medicina,2018,Higher luteinizing hormone levels associated with antimüllerian hormone in postmenarchal daughters of women with polycystic ovary syndrome,,,,10.1016/j.fertnstert.2018.10.011,False,,
#018,Escuela de Medicina,2018,"Parathyroid Carcinoma has a PD-L1 Expression, and Share with Atypical Neoplasms an Abundant Intratumoral Macrophagic Infiltration – A Short Commentary",,,,10.4172/2472-4971.1000167,False,,
#019,Escuela de Medicina,2018,Management of Thrombosis Risk in a Carrier of Hemophilia A with Low Factor VIII Levels with Atrial Fibrillation: A Clinical Case and Literature Review,,,,10.1155/2018/2615838,False,,
#020,Escuela de Medicina,2018,"Minimal residual disease in prostate cancer patients after primary treatment: theoretical considerations, evidence and possible use in clinical management",,,,10.1186/s40659-018-0180-9,False,,
#021,Escuela de Medicina,2018,Histopathologic study from a colorectal cancer screening in Chile: results from the first 2 years of an international collaboration between Chile and Japan,,,,10.1097/cej.0000000000000454,False,,
#022,Escuela de Medicina,2018,Retrograde intrarenal surgery using the single – use flexible ureteroscope Uscope 3022 (Pusen™): evaluation of clinical results,,,,,False,,
#023,Escuela de Medicina,2018,The presence of secondary circulating prostate tumour cells determines the risk of biochemical relapse for patients with low- and intermediate-risk prostate cancer who are treated only with external radiotherapy,,,,10.3332/ecancer.2018.844,False,,
#024,Escuela de Medicina,2018,Use of strong opioids for chronic pain in osteoarthritis: an insight into the Latin American reality,,,,10.1080/17512433.2018.1381556,False,,
#025,Escuela de Medicina,2018,Tratamiento endovascular de aneurismas micóticos de aorta: reporte de tres casos,,,,,False,,
#026,Escuela de Medicina,2018,"Minimum Residual Disease in Patients Post Radical Prostatectomy for Prostate Cancer: Theoretical Considerations, Clinical Implications and Treatment Outcome",,,,,False,,
#001,Escuela de Medicina,2017,Prevalence of the sternalis muscle in Chilean population: A computed tomography study,,,,,False,,
#002,Escuela de Medicina,2017,Acidosis láctica asociada a Metformina. Caso Clínico,,,,,False,,
#003,Escuela de Medicina,2017,Uso de la simulación clínica como estrategia de aprendizaje para el desarrollo de habilidades comunicacionales en estudiantes de medicina,,,,,False,,
#004,Escuela de Medicina,2017,Polyunsaturated fatty acid induces cardioprotection against ischemia-reperfusion through the inhibition of NF-kappaB and induction of Nrf2,,,,,False,,
#005,Escuela de Medicina,2017,The EasyTube during general anesthesia forminorsurgery,,,,,False,,
#006,Escuela de Medicina,2017,Inervación de la Cabeza Larga del Músculo Tríceps Braquial,,,,,False,,
#007,Escuela de Medicina,2017,Comparación entre dos calculadoras de riesgo en línea para la detección de cáncer de próstata versus el rendimiento de las células prostáticas circulantes en sangre para la detección de cáncer de próstata de alto riesgo en una biopsia inicial,,,,,False,,
#008,Escuela de Medicina,2017,Mapping of estradiol binding sites through receptor microautoradiography in the endometrial stroma of early pregnant mice,,,,,False,,
#009,Escuela de Medicina,2017,Selective binocular vision loss in two subterranean caviomorph rodents:Spalacopus cyanus and Ctenomys talarum,,,,,False,,
#010,Escuela de Medicina,2017,Duration of untreated psychosis and acute remission of negative symptoms in a South American first-episode psychosis cohort,,,,,False,,
#011,Escuela de Medicina,2017,The presence of primary circulating prostate cells is associated with upgrading and upstaging in patients eligible for active surveillance,,,,,False,,
#012,Escuela de Medicina,2017,Erythrodermic psoriasis in young man: suspect HIV infection,,,,,False,,
#013,Escuela de Medicina,2017,"Tuberculides Tuberculosas en población adulta de la Región Metropolitana, Chile. Serie de casos 2006-2010",,,,,False,,
#014,Escuela de Medicina,2017,Primary and secondry Circulationg Prostate Cells. Theoretical Consideration and Clinical Utility,,,,,False,,
#015,Escuela de Medicina,2017,How localized is pathologically localized prostate cancer? The use of secondary circulating prostate cells as a marker of minimal residual disease and their association with patient outcome,,,,,False,,
#016,Escuela de Medicina,2017,Sonographic Characteristics of Apocrine Nodular Hidradenoma of the Skin,,,,10.1002/jum.14379,False,,
#017,Escuela de Medicina,2017,Impacto de la aplicación del enfoque de autorregulación del aprendizaje sobre los resultados en asignaturas de corte científico en estudiantes de medicina de la Universidad Finis Terrae,,,,,False,,
#018,Escuela de Medicina,2017,Síndrome Catatónico. Discusión a partir de un caso clínico,,,,,False,,
#019,Escuela de Medicina,2017,"The Centrifugal Visual System of a Palaeognathous Bird, the Chilean Tinamou (Nothoprocta perdicaria)",,,,,False,,
#020,Escuela de Medicina,2017,CD19 (+) CD56 (-) myeloma arising in a patient who failed two courses of immunosupressive therapy for aplastic anaemia,,,,,False,,
#021,Escuela de Medicina,2017,A comparison of 3 on-line nomograms with the detection of primary circulating prostate cells to predict prostate cancer at initial biopsy,,,,,False,,
#022,Escuela de Medicina,2017,Treatment of Minimal Residual Disease in Breast Cancer: A Longitudinal Case Study,,,,,False,,
#023,Escuela de Medicina,2017,Mondor’s disease: A case report,,,,,False,,
#001,Escuela de Medicina,2016,"Plasma Rico en Plaquetas, un Tratamiento Innovador en Reumatología",,,,,False,,
#002,Escuela de Medicina,2016,Microconnectomics of the pretectum and ventral thalamus in the chicken (Gallus gallus),,,,,False,,
#003,Escuela de Medicina,2016,Acquired Hyperpigmentation of the Tongue Associated with Hydroxyurea: Case Report of a Very Rare Location of a Rare Adverse Effect,,,,,False,,
#004,Escuela de Medicina,2016,Impact of Age on the Biochemical Failure and Androgen Suppression after Radical Prostatectomy for Prostate Cancer in Chilean Men,,,,10.4103/2395-3977.189302,False,,
#005,Escuela de Medicina,2016,Outcome of radical prostatectomy in primary circulating prostate cell negative prostate cancer,,,,10.3332/ecancer.2016.671,False,,
#006,Escuela de Medicina,2016,Efficacy of Using Sequential Primary Circulating Prostate Cell Detection for Initial Prostate Biopsy in Men Suspected of Prostate Cancer,,,,,False,,
#007,Escuela de Medicina,2016,"Head to Head Comparison of the Chun Nomogram, Percentage Free PSA and Primary Circulating Prostate Cells to Predict the Presence of Prostate Cancer at Repeat Biopsy",,,,,False,,
#008,Escuela de Medicina,2016,Does the Presence of Primary Circulating Prostate Cells Imply the Presence of Agressive Prostate Cancer with Early Biochemical Failure: a Comparison with the Walz Nomogram,,,,,False,,
#009,Escuela de Medicina,2016,"Head to Head Comparison of the Chun Nomogram, Percentage Free PSA and Primary Circulating Prostate Cells to Predict the Presence of Prostate Cancer at Repeat Biopsy",,,,,False,,
#010,Escuela de Medicina,2016,At 10 years of chlormadinone use in Latin America: a review. Gynecol Endocrinol,,,,,False,,
#011,Escuela de Medicina,2016,A prediction model for early biochemical failure after radical prostatectomy based on the CAPRA-S score and the presence of secondary circulating prostate cells,,,,,False,,
#012,Escuela de Medicina,2016,Importancia del diagnóstico de Arteria Umbilical única por su frecuente asociación con anomalías del feto y recién nacido y alta moratalidad perinatal. Revisión de 87 casos. Periodo 2000-2015,,,,,False,,
#013,Escuela de Medicina,2016,The detection of primary malignant circulating prostate cells; their significance and clinical utility: Beyond the Abstract,,,,,False,,
#014,Escuela de Medicina,2016,Revascularization pattern of ruptured flexor tendon grafts in anterior cruciate ligament reconstruction: A histological study,,,,10.1016/j.recot.2016.07.001,False,,
#015,Escuela de Medicina,2016,Does the Presence of Primary Circulating Prostate Cells Imply the Presence of Agressive Prostate Cancer with Early Biochemical Failure: a Comparison with the Walz Nomogram,,,,,False,,
#016,Escuela de Medicina,2016,Limited improvement of incorporating primary circulating prostate cells with the CAPRA score to predict biochemical failure-free outcome of radical prostatectomy for prostate cancer,,,,,False,,
#017,Escuela de Medicina,2016,Terapia endovascular en trauma vascular periférico:experiencia inicial,,,,,False,,
#018,Escuela de Medicina,2016,Efficacy of Using Sequential Primary Circulating Prostate Cell Detection for Initial Prostate Biopsy in Men Suspected of Prostate Cancer,,,,,False,,
#019,Escuela de Medicina,2016,Axon terminals from the nucleus isthmi pars parvocellularis control the ascending retinotectofugal output through direct synaptic contact with tectal ganglion cell dendrites,,,,,False,,
#020,Escuela de Medicina,2016,Bilateral variation of the venous corona mortis with a presentation previously undescribed,,,,,False,,
#001,Escuela de Medicina,2015,Osteoartritis (artrosis) de rodilla- Revisión y actualización de tema,,,,,False,,
#002,Escuela de Medicina,2015,Evaluación de un programa de perfeccionamiento docente implementado en la Facultad de Medicina de la Universidad Finis Terrae,,,,,False,,
#003,Escuela de Medicina,2015,Possible Role of HER-2 in the Progression of Prostate Cancer from Primary Tumor to Androgen Independence,,,,,False,,
#004,Escuela de Medicina,2015,"Comparison of the Formula of PSA, Age, Prostate Volume and Race Versus PSA Density and the Detection of Primary Malignant Circulating Prostate Cells in Predicting a Positive Initial Prostate Biopsy in Chilean Men with Suspicion of Prostate Cancer",,,,,False,,
#005,Escuela de Medicina,2015,Activador del plasminógeno tisular recombinante en el manejo de trombos cardiacos en recién nacidos,,,,,False,,
#006,Escuela de Medicina,2015,Anticoagulation for Chronic Non Valvular Atrial Fibrillation in the Elderly: A Review.,,,,,False,,
#007,Escuela de Medicina,2015,Consideraciones clínicas de la expresión de p504s y metaloproteinasa de matriz 2 en células prostáticas circulantes en sangre diseminadas como resultado de una biopsia prostática trans-rectal guiada por ecografía.,,,,,False,,
#008,Escuela de Medicina,2015,Women’s Health Initiative estrogen plus progestin clinical trial: a study that does not allow establishing relevant clinical risks. Menopause: The Journal of The North American Menopause Society,,,,10.1097/gme.0000000000000472,False,,
#009,Escuela de Medicina,2015,El Aporte de las Nuevas Guías de la Sociedad de Vía Aérea Difícil (DAS),,,,,False,,
#010,Escuela de Medicina,2015,Comparison of the Walz Nomogram and Presence of Secondary Circulating Prostate Cells for Predicting Early Biochemical Failure after Radical Prostatectomy for Prostate Cancer in Chilean Men,,,,,False,,
#011,Escuela de Medicina,2015,Transfusion-Related Acute Lung Injured (TRALI): Current Concepts,,,,,False,,
#012,Escuela de Medicina,2015,Stg fimbrial operon from S. Typhi STH2370 contributes to association and cell disruption of epithelial and mcrophage-like cells,,,,,False,,
#013,Escuela de Medicina,2015,Secondary Circulating Tumor Cells (CTCs) but not Primary CTCs are Associated with the Clinico-Pathological Parameters in Chilean Patients With Colo-Rectal Cancer,,,,,False,,
#014,Escuela de Medicina,2015,Implementing psychosocial evidence-based practices in mental health: are we moving in the right direction? Frontiers in Psychiatry,,,,,False,,
#015,Escuela de Medicina,2015,Anatomical organization of the visual dorsal ventricular ridge in the chick (Gallus Gallus): Layers and columns in the avian pallium.,,,,10.1002/cne.23808,False,,
#001,Escuela de Medicina,2014,"The Visual System of a Palaeognathous Bird: Visual Field, Retinal Topography and Retino-Central Connections in the Chilean Tinamou (Nothoprocta perdicaria)",,,,,False,,
#002,Escuela de Medicina,2014,"Morphology, Projection Pattern, and NeurochemicalIdentity of Cajal’s «Centrifugal Neurons»: The Cells of Origin of the Tectoventrogeniculate Pathway in Pigeon (Columba livia) and Chicken (Gallus gallus)",,,,,False,,
#003,Escuela de Medicina,2014,Electroablation: a method for neurectomy and localized tissue injury,,,,,False,,
#004,Escuela de Medicina,2014,Cellular mechanisms against ischemia reperfusion injury induced by the use of anesthetic pharmacological agents.,,,,10.1111/bju.13367,False,,
#005,Escuela de Medicina,2014,Effects of Chronic Intermittent Hypoxia and Polyunsaturated Fatty Acids on Infarct Size and Oxidative Stress Markers in Cardiac Ischemia Reperfusion,,,,,False,,
#006,Escuela de Medicina,2014,Efecto del enfoque de autorregulación del aprendizaje en la enseñanza de conceptos científicos en estudiantes universitarios en ciencias de la salud.,,,,,False,,
#001,Escuela de Medicina,2013,Effectsonacademic performance of a levelingprogram in basicsciences in firstyear medical students.,,,,,False,,
#002,Escuela de Medicina,2013,Calidad de vida en pacientes con cáncer de recto,,,,,False,,
#003,Escuela de Medicina,2013,Embarazo cornual: tratamiento médico con dosis única demetotrexato.,,,,,False,,
#001,Enfermería,,Mood states and academic performance in the objective structured clinical examination: The mediating effect of self-efficacy,,,,10.1016/j.nedt.2024.106116,True,2-s2.0-85185493715,2024.0
#002,Enfermería,,Importancia de incluir el cuidado del medio ambiente en los procesos formativos en los currículos de enfermería,,,,10.22463/17949831.4673,False,,
#003,Enfermería,,Investigación formativa: análisis conceptual en el contexto de la enfermería,,,,10.1016/j.edumed.2022.100766,False,,
#004,Enfermería,,Investigación en enfermería: Principios y métodos cuantitativos,,,,,False,,
#005,Enfermería,,Implementation of curricular design based on healthcare safety and quality competences,,,,,False,,
#006,Enfermería,,Aspectos éticos en la investigación científica relacionada a COVID-19,,,,10.51230/ri.v15i1.61,False,,
#007,Enfermería,,Estilos de aprendizaje y rendimiento académico en estudiantes de enfermería durante evaluaciones de simulación clínica,,,,,False,,
#008,Enfermería,,Use of Information and Communication Technologies by Nursing Professors in Chilean University 2016,,,,,False,,
#009,Enfermería,,Nivel de uso del lenguaje estandarizado en el proceso de enfermería,,,,,False,,
#010,Enfermería,,International nursing networks in the Americas: Collaborative work to achieve universal health coverage,,,,,False,,
#001,Nutrición y Dietética,2024,Bioactive compounds as potential alternative treatments to prevent cancer therapy-induced male infertility,,,,,False,,
#002,Nutrición y Dietética,2024,Antitumor Effects of Resveratrol Opposing Mechanisms of Helicobacter pylori in Gastric Cancer,,,,,False,,
#003,Nutrición y Dietética,2024,Curcumin Administration Routes in Breast Cancer Treatment,,,,,False,,
#004,Nutrición y Dietética,2024,Inhibition of glycolysis and Src/Akt signaling reduces Caveolin-1-enhanced metastasis,,,,,False,,
#005,Nutrición y Dietética,2025,Nutritional imbalances among university students and the urgent need for educational and nutritional interventions,,,,,False,,
#006,Nutrición y Dietética,2025,The Potential Benefits of Curcumin-Enriched Diets for Adults with Colorectal Cancer: A Systematic Review,,,,,False,,
