"Villalobos, Ignacio Andrés Muñoz","57961333900","1","Business, Management and Accounting
Social Sciences
Computer Science
"
"Norambuena-Narváez, Constanza","58854716100","1","Medicine
"
"Rungue, Mercedes Schmitt","55964160200","1","Health Professions
Medicine
"
"Hecht, Federico Zurita","57214795227","2","Arts and Humanities
"
"Carneiro, Ana María Yuivar","59174100300","1","Arts and Humanities
Social Sciences
"
"Arenas-Massa, Angela","56404649500","7","Medicine
Social Sciences
Nursing
Arts and Humanities
Psychology
Decision Sciences
"
"Milla, Valentina P.","58160601800","1","Medicine
"
"Llanos-Herrera, Gonzalo R.","59454691400","8","Computer Science
Environmental Science
Energy
Economics, Econometrics and Finance
Business, Management and Accounting
Medicine
Engineering
Social Sciences
Agricultural and Biological Sciences
Mathematics
"
"Quintero, Karla C.","37061990200","9","Earth and Planetary Sciences
Energy
Chemistry
Engineering
Chemical Engineering
"
"Fernanda, Valenzuela U.","57197801207","1","Medicine
"
"Estrela, Kênio Angelo Dantas Freitas","57422325100","2","Arts and Humanities
Social Sciences
"
"Roa, Cinthia","60115872100","1","Economics, Econometrics and Finance
"
"Monje, Camila","57204314837","3","Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
"
"Suazo, Francesca","59217535200","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"Gutiérrez-Pino, Juan","57216877387","4","Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Multidisciplinary
Agricultural and Biological Sciences
"
"Torrealba, Tomás Chacón","57219052551","1","Medicine
Health Professions
"
"Marambio, Leonor","56728754500","1","Chemistry
"
"A, Ilson Sepúlveda","60099745300","1","Medicine
Dentistry
"
"Aedo Monsalve, Socrates","58167701500","1","Medicine
"
"Gutierrez, Mariolly","60023564200","1","Neuroscience
Psychology
"
"Molina, Claudio R.","55130350300","6","Medicine
"
"Navarro-Plazaola, Natalia","57224516218","2","Medicine
Nursing
"
"Montero-Orellana, María José","58555930100","2","Medicine
"
"Zúñiga, Claudia","7004065022","16","Dentistry
Medicine
"
"Jaque, Yasna","58752614300","1","Medicine
"
"Orellana E, Óscar","57220104511","1","Medicine
"
"Bayron Valenzuela, C.","57220104751","1","Medicine
"
"Zúñiga, Paula","60418796700","1","Medicine
Immunology and Microbiology
"
"Torres, Keila","57224867683","7","Chemistry
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
Nursing
Multidisciplinary
Agricultural and Biological Sciences
"
"Yanine, Franco Fernando","55785548400","73","Energy
Engineering
Computer Science
Business, Management and Accounting
Economics, Econometrics and Finance
Mathematics
Environmental Science
Chemical Engineering
Physics and Astronomy
Medicine
Decision Sciences
Social Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
","0000-0003-1086-0840"
"Claudet-Córdoba, Nicolás","60102272400","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Aedo, Carolina","57219235243","1","Health Professions
Medicine
"
"Nieto, Ignacio","57201459299","4","Arts and Humanities
Computer Science
Engineering
Medicine
Social Sciences
"
"Rufin-Larraín, Antonio","59657427000","1","Social Sciences
Medicine
Health Professions
"
"Urrea, Felipe","59726728200","2","Medicine
"
"Valladares Pagliotti, Enzo","55888595700","1","Arts and Humanities
Engineering
"
"Díaz-Méndez, Esteban","60794436000","1","Medicine
Health Professions
"
"Montalva, José Tomás","60549859000","1","Social Sciences
"
"Zamorano, Sebastian","60235455900","1","Dentistry
"
"Santelices, Lucía","55865722900","8","Medicine
Social Sciences
Psychology
"
"Garzón, Talia Alexandra","60341140600","1","Chemistry
Chemical Engineering
"
"Lange, Francisca V.","56042981500","2","Arts and Humanities
Social Sciences
"
"Vega-Massó, Roberto A.","57205123058","2","Social Sciences
Arts and Humanities
"
"Molina, Bastián Andrés Moreno","57188692069","1","Social Sciences
"
"Hartmann Schatloff, Dan","59093175300","1","Medicine
"
"Castro-Cruz, Magdalena","57234752700","2","Medicine
"
"Salazar Santander, Arturo","57759575000","1","Social Sciences
Arts and Humanities
"
"Casanova K, María Eugenia","57220102794","1","Medicine
"
"Arregui, Lucía María Debesa","60650413300","1","Social Sciences
"
"Harris, Thomas","56450023500","4","Arts and Humanities
Social Sciences
"
"Haddad Bendekovic, Karin","60337872500","1","Health Professions
"
"Martínez, R.","7402193952","2","Medicine
"
"Donaire, Eugenio","57834332600","1","Medicine
"
"Carvajal, Ana","57222257171","1","Medicine
"
"Munita, Matías Ayala","57202918492","6","Arts and Humanities
Social Sciences
"
"Soto-Suazo, Maurício W.","6602266289","18","Medicine
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Agricultural and Biological Sciences
Arts and Humanities
Immunology and Microbiology
Health Professions
Psychology
Social Sciences
"
"Berry, Michelle","54970141500","1","Arts and Humanities
Engineering
"
"Solari, P.","57192874610","1","Medicine
"
"Martín, María Jesús San","59752108400","1","Medicine
Nursing
Psychology
"
"Urbina, Katerine García De","59754337000","1","Medicine
"
"Arriola, Tamara","57214074121","1","Social Sciences
"
"Ayala, Mafias","57189357249","1","Arts and Humanities
"
"Alejandro J, Zárate C.","58117163500","1","Medicine
"
"Berríos, Llarela","56074365200","4","Social Sciences
Economics, Econometrics and Finance
"
"Villagrán-Soto, Claudio","60352700700","1","Medicine
Multidisciplinary
"
"Mena, Constanza","59753597800","1","Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
"
"Hasbún, Pablo","22955162900","17","Medicine
Nursing
Social Sciences
"
"Normandin Urzúa, Patricia","57205264315","1","Medicine
"
"Martinez, Rafael","58382070100","1","Medicine
Pharmacology, Toxicology and Pharmaceutics
"
"Nachar, Rubén A.","56768082900","18","Medicine
Neuroscience
Psychology
Chemistry
Nursing
Computer Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
"
"Bastías, Jaime","57810465500","2","Economics, Econometrics and Finance
Business, Management and Accounting
","0000-0001-8264-734X"
"Muñoz, Rodrigo","57223681871","1","Environmental Science
Medicine
"
"Marrugo, Neguith","58243335300","2","Medicine
"
"Magner, Nicolás S.","57191337102","21","Economics, Econometrics and Finance
Business, Management and Accounting
Computer Science
Engineering
Mathematics
Social Sciences
Physics and Astronomy
Multidisciplinary
Environmental Science
Decision Sciences
Psychology
Agricultural and Biological Sciences
Medicine
Energy
"
"Letelier, Rene F.","37102053400","4","Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
","0000-0002-1571-460X"
"Naranjo, Julián","39764487700","1","Engineering
Arts and Humanities
Social Sciences
"
"Kompen, Maria Jose","57347947600","1","Medicine
"
"Castro, Magdalena","7402292686","26","Medicine
Immunology and Microbiology
Nursing
Biochemistry, Genetics and Molecular Biology
"
"Mancilla, Rodrigo F.","56167363300","11","Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
Arts and Humanities
Nursing
Physics and Astronomy
Social Sciences
Chemistry
"
"Roncone D, Enrique","58242709200","1","Medicine
"
"Madariaga Becerra, Luis","57219845567","1","Economics, Econometrics and Finance
"
"Lobos, Casandra","57218861169","1","Medicine
Health Professions
"
"Herrera, Nolly","60389487400","1","Medicine
"
"Cornejo, María C.","57488448000","1","Medicine
"
"Fernandez, María R.","57194773673","1","Medicine
Social Sciences
"
"Pérez Carrillo, David Jacob","60549618200","1","Social Sciences
"
"Jofré, Matías R.","35113086400","6","Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
"
"Bilicic, Daniza","60158612800","3","Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
"
"de la Sotta Fernandez, Raúl","57212218506","1","Medicine
"
"Luci, Gina","51061437700","4","Social Sciences
Mathematics
"
"McCutcheon, Robert A.","60440433000","1","Medicine
Neuroscience
"
"Cataldo, Marjorie","57317659700","1","Medicine
"
"Fortuny, Esteban","59254638800","1","Medicine
Social Sciences
","0000-0002-0864-5669"
"Rojas, Dario","60585234300","1","Engineering
Computer Science
"
"Inostroza, Patricio A.","59246867600","2","Medicine
"
"Figueroa-Toledo, A. M.","59187809500","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Rivera-Andrades, Gonzalo","59383972700","4","Nursing
Medicine
Agricultural and Biological Sciences
"
"Muñoz, Carlos","60334717400","1","Medicine
Materials Science
Chemical Engineering
Engineering
"
"Valderrama, Paulo","57062781400","8","Medicine
"
"Chavez-Reyes, Arturo","7801313307","36","Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Materials Science
Chemical Engineering
Multidisciplinary
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
Social Sciences
Agricultural and Biological Sciences
","0000-0002-6655-815X"
"Landreau, Catalina Carstens","59532772900","1","Medicine
Nursing
"
"González, Ignacia","59590859900","2","Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
"
"Ilabaca Turri, Tomás","59455307900","2","Social Sciences
"
"Marín, Cristian","55957739000","2","Medicine
"
"Barros, Joaquín Reyes","57218609589","2","Social Sciences
","0000-0002-0665-6452"
"Manzur, Alejandro","59533187200","2","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Godoy-Torres, V.","58306720000","1","Physics and Astronomy
Chemical Engineering
"
"José Miguel Gutiérrez, G.","57193389687","1","Medicine
"
"María José, Hurtado","59009653100","1","Medicine
"
"Díaz Rubio, Franco","25654778300","3","Medicine
"
"Brocco, Stefano Zamarin","58866816700","1","Medicine
"
"Vargas, Gonzalo Oyarzún","57193308016","2","Social Sciences
Psychology
"
"Andrade, Megumi Andrade","7405532126","8","Arts and Humanities
Social Sciences
","0000-0002-6004-1301"
"Elton, Íñigo Alberto García","59527841500","1","Arts and Humanities
"
"Ayala Munita, MatÍas León","55334978800","16","Arts and Humanities
Social Sciences
Computer Science
Physics and Astronomy
Materials Science
Chemistry
Engineering
Mathematics
Chemical Engineering
","0000-0002-9372-1645"
"Casals, Marcelo","57205661748","18","Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
"
"Vargas, Cristóbal Herrera","60015568200","1","Social Sciences
"
"Pérez, Amaya","60743563200","1","Medicine
Pharmacology, Toxicology and Pharmaceutics
"
"Espinoza, Alex R.","59978883900","1","Medicine
"
"Sepúlveda, Ilson","55884627800","22","Medicine
Dentistry
"
"Balboa, Elisa","35423451700","23","Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Computer Science
Chemical Engineering
Multidisciplinary
Nursing
"
"Marín, Gonzalo J.","7202560418","38","Neuroscience
Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Agricultural and Biological Sciences
"
"Saenz, Angel","59552160900","3","Medicine
"
"Rojas, Juan Pablo","59559636600","1","Medicine
"
"Tapia-Curimil, Germán","57578654400","2","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Atero, Rogers","57200220285","2","Computer Science
Energy
Mathematics
"
"Paredes, María Vanessa Beyer","59698042700","1","Engineering
Social Sciences
"
"Léniz, Antonia","58117156700","1","Medicine
"
"Cabello, José Miguel","56919369400","4","Medicine
"
"Mauricio, Claudio Oyarzo","55963727100","1","Medicine
Health Professions
"
"Ostornol, Antonia Antonio","58725356100","2","Medicine
Arts and Humanities
"
"Ferré-Contreras, Andrés","45861101100","3","Medicine
"
"Herrero, Joaquín","59516178700","2","Medicine
Multidisciplinary
","0009-0001-4210-1016"
"Perez, Sebastian","60585038400","1","Engineering
Computer Science
"
"Riesco, Leonor","24559445100","1","Social Sciences
Arts and Humanities
"
"Javier, Peragallo C.","57197795131","1","Medicine
"
"Cardenas, Rodrigo A.","57203901612","1","Business, Management and Accounting
Decision Sciences
"
"Abarca, Allyson","57190023656","1","Business, Management and Accounting
Decision Sciences
"
"Gómez Maldonado, René","57190018281","1","Medicine
"
"Arriagada I, Cristián","35188614000","10","Medicine
"
"Barrera, Emilio Guerrero","60549975500","1","Social Sciences
"
"Puyol, Francisca","58675515500","9","Social Sciences
Arts and Humanities
"
"Muñoz Fuentes, Cristian","59012479000","1","Medicine
"
"Álvarez-Valdés, Carolina","57226107208","5","Social Sciences
Arts and Humanities
Psychology
"
"Cañas Oliger, María Josefina","60404741600","1","Psychology
"
"Barrientos, Mauricio Hidalgo","60692327700","1","Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Letelier, Pablo","57189053313","1","Health Professions
Medicine
"
"Ignacio Núñez Leiva, Ignacio","36155976700","2","Social Sciences
"
"Gonzalez, Javiera","59598685200","1","Medicine
"
"Soto, Rubén","57222499020","1","Medicine
"
"Rupcich, Nicolás","56634442100","2","Arts and Humanities
Engineering
Social Sciences
"
"Sánchez, Macarena","60343580000","2","Arts and Humanities
Social Sciences
"
"Orellana, Constanza","59701323800","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"González, Pablo Sandoval","58809096900","1","Medicine
"
"Dominguez, Antonia","59180378700","2","Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
"
"González-Bartholin, Roberto","57210640212","2","Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
"
"Ibañez, Valentina","59502611000","1","Medicine
"
"Ibáñez, Helga","57221208301","3","Medicine
"
"Schwartz Yuhaniak, E.","57201401881","1","Medicine
"
"Villegas, Paulette Alejandra Paiyee","59543218300","1","Social Sciences
Arts and Humanities
Nursing
"
"Ramírez Arenas, Joaquín","60597184500","1","Medicine
"
"Carvajal, Cristõbal","53163308500","19","Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Agricultural and Biological Sciences
","0000-0002-1712-7396"
"Villarroel, Natalia Castillo","59533750300","1","Medicine
Nursing
"
"Villagrán, Claudio R.","56665350400","3","Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
"
"Triat, María Trinidad","59559833600","1","Medicine
"
"Saavedra-Miranda, Melissa","57194088534","1","Health Professions
Medicine
Biochemistry, Genetics and Molecular Biology
"
"Rugeles, Franklin León","60395991500","1","Arts and Humanities
"
"Sánchez-Hun, Y.","57192106148","1","Medicine
"
"Maldonado-Agurto, Rodrigo","50461880700","7","Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
Social Sciences
Decision Sciences
Immunology and Microbiology
Nursing
Mathematics
","0000-0002-8326-9800"
"Henrriquez, Cristobal","58640474200","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Salvadó, José Antonio","9241266900","22","Medicine
"
"Valladares, Andrés","57205562378","1","Medicine
Health Professions
"
"Kane, John Michael","24387940700","502","Medicine
Neuroscience
Psychology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Mathematics
Health Professions
Decision Sciences
Physics and Astronomy
Computer Science
Arts and Humanities
Nursing
Economics, Econometrics and Finance
Agricultural and Biological Sciences
Environmental Science
Social Sciences
Multidisciplinary
Chemistry
"
"López-Soto, Paulo","60389420900","1","Medicine
"
"Jaramillo, Diego Alberto Fabián Mejías","57900285500","1","Arts and Humanities
Nursing
Social Sciences
"
"Inzulza, Sixto","58671692800","1","Medicine
Health Professions
"
"Avilés-Dorlhiac, Raimundo","57212759402","8","Medicine
Environmental Science
Nursing
Neuroscience
"
"Reccius, Andrés","24402097000","23","Medicine
Neuroscience
"
"Caro-Navarro, Joaquín","60101649200","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Cárdenas, Daniela Coronel","58191038400","2","Medicine
Nursing
"
"Franco, Díaz R.","55891282200","4","Medicine
"
"Roos, Alejandro Conejero","58698786000","1","Medicine
"
"Zumaeta, Felipe V.","59345518600","2","Medicine
Nursing
"
"Orellana-Donoso, Mathias Ignacio","57219486372","64","Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Earth and Planetary Sciences
Nursing
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Computer Science
Arts and Humanities
Materials Science
Multidisciplinary
Health Professions
Physics and Astronomy
Engineering
Social Sciences
Dentistry
"
"Giammarino, Fabián Barros Di","57205165958","1","Engineering
Social Sciences
"
"Calderón-Herrera, Jorge","60760840400","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"Jury, Esteban R.","57204657884","1","Health Professions
Medicine
"
"Pinochet, Joaquin A.","57191076622","2","Medicine
"
"Bustos, Edson R.","57190573454","5","Medicine
Nursing
Agricultural and Biological Sciences
"
"Figueroa-Moya, Daniela","60158587100","1","Social Sciences
"
"Álvarez, Victor Cabrera","57211354863","1","Engineering
Social Sciences
"
"Gutiérrez, Felipe A.","57206844892","1","Computer Science
"
"Palma, Patricia","57218351671","1","Medicine
"
"López-Hermida-Russo, Alberto Pedro","57188753746","5","Social Sciences
Arts and Humanities
"
"López, Alejandro Leiva","59341924600","1","Social Sciences
"
"Fernández, Cristóbal","57072473600","2","Arts and Humanities
Engineering
"
"Vega Chacana, Marla","57224515701","1","Medicine
Nursing
"
"Contreras, Alejandra","57219234923","1","Health Professions
Medicine
"
"Neumann Ulloa, Carolina","56814974800","1","Medicine
"
"Fuentes-Abarca, Alonso","59008900600","1","Medicine
"
"Cattarinich Schiffrin, Nicolás","57224139113","1","Medicine
"
"Pavez, Sebastián","59560646700","1","Medicine
"
"Delucchi S, Sofía","57220108924","1","Medicine
"
"Pinares, Oscar Bravo","60756163700","1","Medicine
"
"Palacios-García, Francisco","57267331900","1","Medicine
"
"Mayo, Bianca","59403234100","1","Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
"
"Saver, Vicente","60348804200","1","Medicine
"
"Prado-Medel, Cristian","59304070900","1","Computer Science
Social Sciences
"
"Gomez, Jesus","57201656389","1","Medicine
"
"Valenzuela, Oscar Castillo","59158411300","4","Medicine
Nursing
"
"Barbieri, Gustavo Gómez","58870862400","1","Arts and Humanities
Medicine
"
"Crisóstomo Flores, Paz","57713608100","8","Social Sciences
Arts and Humanities
","0000-0002-9761-2112"
"Retamal, María José","36878084500","16","Materials Science
Chemistry
Physics and Astronomy
Medicine
Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
"
"Gunnarsson, Jóna","57223234789","1","Social Sciences
"
"Mardones Falcone, Gonzalo","58931723900","3","Engineering
Arts and Humanities
Social Sciences
","0000-0003-3943-8731"
"Opazo-Garcia, Catalina","57224678925","3","Medicine
Dentistry
Nursing
Agricultural and Biological Sciences
"
"Cervela-Díaz, Matías","60102067700","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Echeverría, K.","59362081600","2","Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Health Professions
Medicine
Social Sciences
"
"Zamora, Leonardo Cisternas","60012172900","1","Social Sciences
Arts and Humanities
"
"Neira, Bárbara C.","58854899500","1","Medicine
"
"Ponce, D.","58189290000","1","Medicine
"
"Milohnic, Andrés Morales","48361487000","1","Arts and Humanities
"
"Figueroa, Ana María Póo","57218711484","9","Medicine
Biochemistry, Genetics and Molecular Biology
Psychology
Immunology and Microbiology
Chemical Engineering
Neuroscience
"
"Galaz, María Trinidad Velasco","59533563100","1","Medicine
Nursing
"
"Quintana-Guiñez, Felipe","59272797500","1","Medicine
"
"Fortuny, Esteban Fortuny","57203373183","3","Medicine
","0000-0002-0864-5669"
"von Moltke, Richard","59174422200","1","Medicine
"
"Smague, Dali","59374996400","1","Medicine
"
"Silva, Symón","57224137159","1","Medicine
Nursing
"
"Moya, Patricia","60235456000","1","Dentistry
"
"Sauma-Webb, Mauricio J.","60149897800","2","Decision Sciences
Mathematics
Business, Management and Accounting
Engineering
Computer Science
"
"Moyano, Camila","60078986100","1","Social Sciences
"
"Soledad Lagos, M.","55942744900","1","Arts and Humanities
"
"Fuente, Marjorie De La","60053367500","1","Medicine
Pharmacology, Toxicology and Pharmaceutics
"
"Ilabaca, Javier","57215987298","2","Medicine
"
"Fernández, Nicolás Zeballos","57222711532","1","Social Sciences
Arts and Humanities
"
"Piedra, José Miguel Bernucci","58191397200","1","Medicine
Nursing
"
"Ugalde, Ignacio Rivera","55297378700","3","Medicine
"
"Valdés, Carolina Álvarez","60054146100","3","Social Sciences
"
"Zambrano-Matamala, Carolina Del C.","54404332000","19","Social Sciences
Computer Science
Engineering
Energy
Mathematics
Decision Sciences
Business, Management and Accounting
Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
Chemistry
Arts and Humanities
Materials Science
Chemical Engineering
","0000-0002-9538-1816"
"Castro, Oscar Jaramillo","57392825100","1","Social Sciences
"
"Soto, Camila Tais Escobar","60710732400","1","Medicine
"
"Lobos, Nataly","57542936600","1","Medicine
"
"Perez, Guillermo","56719133500","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Yunge, Mauricio","15722991300","9","Medicine
Materials Science
Chemical Engineering
Engineering
"
"Aránguiz, Pablo Maillet","60738456600","1","Arts and Humanities
"
"Aguirre, Mario","58803874400","1","Agricultural and Biological Sciences
Immunology and Microbiology
Social Sciences
Health Professions
"
"Aroca Siré, Pablo","59012640000","1","Medicine
"
"Montecinos, Tomka Isis Rivera","57900087000","1","Arts and Humanities
Medicine
Social Sciences
"
"Pedro, Zúñiga Vergara","57947467900","1","Health Professions
"
"Aguilar-Risco, Claudio","60242727500","1","Agricultural and Biological Sciences
Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
"
"Jiménez, A. María Angélica","57211888513","1","Arts and Humanities
Social Sciences
"
"Gutierrez, Juan","57192703299","3","Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
"
"Zalaquett S, Ricardo S.","7004047154","73","Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Lumbrera, Dania Peredo","60800063800","1","Medicine
Psychology
"
"Pulido, Francisca","39763761400","1","Engineering
Arts and Humanities
Social Sciences
"
"Roos, Jorge A.Conejero","58532724500","1","Medicine
"
"Pincheira, Mauricio","57215527847","1","Computer Science
"
"Llanos Navarrete, Fabiana","57190017105","1","Medicine
"
"Busquets, Pilar","56778059300","1","Medicine
Social Sciences
Nursing
"
"Escobar-González, Sebastián","60071273600","1","Arts and Humanities
Social Sciences
"
"Valenzuela, Cristián","59246912900","1","Medicine
"
"Reyes, Marco","59926881700","1","Medicine
"
"Muñoz, Claudia Krause","56924580800","1","Medicine
"
"Hidalgo-Pérez, Héctor","58475501200","1","Medicine
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
"
"Ilson, Sepúlveda","59160336900","1","Medicine
"
"Dantas Freitas Estrela, Kênio Angelo","60789982800","1","Computer Science
Arts and Humanities
"
"Moya, R. Patricia N.","60653372900","1","Dentistry
"
"Sánchez, Esteban José Antonio Terán","57983351400","1","Economics, Econometrics and Finance
"
"López, Yarela Muñoz","59385913400","1","Social Sciences
"
"Valenzuela, Josefa","57226064264","1","Medicine
"
"Basáez-Miranda, Esteban","59979308300","1","Medicine
"
"Coloma, Benjamín","59246943600","1","Medicine
"
"Araya, Gabriela I.","36967287800","8","Medicine
Psychology
Biochemistry, Genetics and Molecular Biology
"
"Villegas, Catalina Astorga","57221921561","1","Nursing
"
"Rodríguez, Constanza","57199444228","2","Medicine
"
"Zamorano Herrera, Exciel","57190018461","1","Medicine
"
"Díaz, Israel","57204136912","2","Medicine
"
"Irarrázaval, Cristián Arriagada","58533004700","2","Medicine
"
"Taunton, María José","57194636852","2","Medicine
"
"Alarcón, Alonso","57223405162","1","Social Sciences
Health Professions
Psychology
"
"Pedreros, César","16745083000","19","Medicine
Biochemistry, Genetics and Molecular Biology
Social Sciences
"
"Almarza, Antonio Ostornol","56926519300","2","Arts and Humanities
Social Sciences
"
"Jazanovich, Diego","57211772981","2","Medicine
Dentistry
"
"Jara, Kathy","57544361200","1","Medicine
"
"Hernández, Rodolfo Núñez","60238613900","1","Arts and Humanities
Social Sciences
"
"Zúñiga, Jéssica Liberona","56946375600","1","Medicine
Nursing
"
"Contreras Mejías, Aixa","57190121272","2","Medicine
"
"Aranda, Jaime","57200986858","2","Medicine
Chemical Engineering
Engineering
Health Professions
"
"Romero-Zucchino, Diego","59008702600","1","Medicine
"
"Oyarzún, Alejandro D.","6603238086","18","Dentistry
Biochemistry, Genetics and Molecular Biology
Medicine
Materials Science
Engineering
Chemical Engineering
Agricultural and Biological Sciences
"
"Sepúlveda P, Paulina","57105513600","2","Medicine
"
"Sanchez-Duque, Carmen Gloria","60042606100","2","Arts and Humanities
Social Sciences
","0009-0000-9651-2841"
"Sepúlveda Aguilar, Ilson","57934324800","1","Medicine
"
"Torrealba Triviño, Marcela","57205259287","1","Medicine
"
"Estremadoyro, Carolina","60076479000","2","Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
"
"Mariotti-Celis, María S.","55386795700","70","Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Immunology and Microbiology
Nursing
Social Sciences
Health Professions
Chemical Engineering
Environmental Science
Physics and Astronomy
Materials Science
Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
","0000-0003-1357-812X"
"Ortiz, Bryan Isaac Hayes","59189202000","1","Business, Management and Accounting
Social Sciences
Computer Science
"
"Vásquez, Fabián Duarte","24400395100","38","Medicine
Nursing
Agricultural and Biological Sciences
Health Professions
Biochemistry, Genetics and Molecular Biology
Chemistry
Social Sciences
Computer Science
Arts and Humanities
Chemical Engineering
"
"Zilveti, Maya","57193947984","3","Social Sciences
Economics, Econometrics and Finance
Psychology
"
"Marcelo Cádiz, C.","57369529000","1","Medicine
"
"de la Cruz, Patricia Soto","57218895503","2","Social Sciences
Economics, Econometrics and Finance
"
"Peña V, Axel","57195266249","1","Medicine
"
"Sepulveda, Paula","57214691429","1","Medicine
"
"Rodrigo Molina, Claudio","59663594800","1","Medicine
"
"Ramos, Andrés","58861387700","2","Medicine
"
"Cancino, Jorge","60514165600","1","Health Professions
Social Sciences
"
"Corvalán, Juan Pablo","57073365400","1","Arts and Humanities
Engineering
"
"Díaz, María José Hurtado","58533004800","2","Medicine
"
"Moena Benítez, María Fernanda","59475958700","1","Social Sciences
"
"Dreyse, Jorge D.","55664536400","51","Medicine
Neuroscience
Nursing
Engineering
Materials Science
Social Sciences
"
"Valderrama E, Paulo","36603582700","2","Medicine
"
"Araujo, José Torrealba","58284106300","2","Medicine
"
"Pinzón-Merchán, Manuela","59538410000","1","Psychology
"
"de la Fuente, M. J.","37065904600","1","Health Professions
"
"Carriel-Nesvara, Alfonso","59188418500","4","Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
"
"Venegas, Juan Carlos","55981651000","4","Medicine
"
"Villena, José M.","58033180400","4","Medicine
"
"Muñoz, Carolina De Los Ángeles Reyes","57900899800","1","Arts and Humanities
Nursing
Social Sciences
"
"Víctor Díaz, N.","55233767500","1","Agricultural and Biological Sciences
Nursing
"
"Macchiavello Macho, Roberto Ariel","57226375250","5","Medicine
"
"Jiménez, Andrés Giglio","59753605100","2","Medicine
"
"Hidalgo Fuentealba, Daniela","60337520300","1","Health Professions
"
"Luisa Cerón, María Luisa","57416791800","15","Chemistry
Physics and Astronomy
Computer Science
Chemical Engineering
Medicine
Multidisciplinary
Materials Science
"
"Vergara, Karen","59754587000","5","Medicine
Nursing
Social Sciences
Neuroscience
Psychology
Agricultural and Biological Sciences
"
"Colihuinca, Teresa Ortega","58913192100","1","Social Sciences
"
"Martinez, Monica B.","59441799500","2","Medicine
"
"Saldías, Ignacio Chuecas","54880531300","7","Arts and Humanities
Social Sciences
","0000-0002-9558-2685"
"Avilés D, Raimundo","55773713000","1","Medicine
"
"Asenjo, Andrés","57797208600","1","Psychology
Social Sciences
"
